University,Country,City,Region,Logo,Link,Type,Size,Faculty_count,International_Students,Students_count,Rank_2017,Rank_2018,Rank_2019,Rank_2020,Rank_2021,Rank_2022,Latitude,Longitude
Universidad Católica Andres Bello,Venezuela,Guayana City,Latin America,https://www.topuniversities.com/sites/default/files/universidad-catlica-andres-bello_592560cf2aeae70239af4a98_small.jpg,https://www.topuniversities.com/universities/universidad-catolica-andres-bello,Private,L,714,204,19992,601,650,803,804,803,800,,
Universidad Católica del Uruguay (UCU),Uruguay,Montevideo,Latin America,https://www.topuniversities.com/sites/default/files/universidad-catlica-del-uruguay-ucu_592560cf2aeae70239af54bb_small.jpg,https://www.topuniversities.com/universities/universidad-catolica-del-uruguay-ucu,Private,S,602,68,4214,0,0,0,0,803,800,,
Universidad Diego Portales (UDP),Chile,Santiago,Latin America,https://www.topuniversities.com/sites/default/files/universidad-diego-portales-udp_159_small.jpg,https://www.topuniversities.com/universities/universidad-diego-portales-udp,Private,L,1,483,16,703,754,803,804,803,800,,
Universidad EAFIT,Colombia,Medellin,Latin America,https://www.topuniversities.com/sites/default/files/universidad-eafit_592560cf2aeae70239af4d9b_small.jpg,https://www.topuniversities.com/universities/universidad-eafit,Private,L,595,421,14280,0,0,803,804,803,800,,
Universidad Nacional Mayor de San Marcos,Peru,Lima,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-mayor-de-san-marcos_592560cf2aeae70239af5158_small.jpg,https://www.topuniversities.com/universities/universidad-nacional-mayor-de-san-marcos,Public,XL,2,475,46,703,800,803,0,803,800,,
Universidad Nacional de Córdoba - UNC,Argentina,Córdoba,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-crdoba-unc_592560cf2aeae70239af511e_small.jpg,https://www.topuniversities.com/universities/universidad-nacional-de-cordoba-unc,Public,XL,6,2,108,601,700,803,804,803,800,,
Universidad Nacional de Rosario (UNR),Argentina,Rosario,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-rosario-unr_592560cf2aeae70239af511f_small.jpg,https://www.topuniversities.com/universities/universidad-nacional-de-rosario-unr,Public,XL,11,475,99,703,800,803,804,803,800,,
Universidad Nacional de San Luis,Argentina,San Luis ,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-san-luis_592560cf2aeae70239af5121_small.jpg,https://www.topuniversities.com/universities/universidad-nacional-de-san-luis,Public,L,3,475,18,0,0,0,0,803,800,,
Universidad Simón Bolívar (USB),Venezuela,Caracas,Latin America,https://www.topuniversities.com/sites/default/files/universidad-simn-bolvar-usb_592560cf2aeae70239af5515_small.jpg,https://www.topuniversities.com/universities/universidad-simon-bolivar-usb,Public,M,508,3,8128,703,754,803,804,803,800,,
Universidad Tecnológica Nacional (UTN),Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/universidad-tecnolgica-nacional-utn_592560cf2aeae70239af5519_small.jpg,https://www.topuniversities.com/universities/universidad-tecnologica-nacional-utn,Public,XL,8,837,72,703,800,803,804,803,800,,
Universidad Tecnológica de Panamá (UTP),Panama,Panama City,Latin America,https://www.topuniversities.com/sites/default/files/universidad-tecnolgica-de-panam-utp_592560cf2aeae70239af4db4_small.jpg,https://www.topuniversities.com/universities/universidad-tecnologica-de-panama-utp,Public,L,2,869,22,0,0,803,804,803,800,,
Universidad Técnica Federico Santa María (USM),Chile,Valparaíso,Latin America,https://www.topuniversities.com/sites/default/files/universidad-tcnica-federico-santa-mara-usm_592560cf2aeae70239af52cb_small.jpg,https://www.topuniversities.com/universities/universidad-tecnica-federico-santa-maria-usm,Private,L,897,717,17940,703,800,803,804,803,800,,
Universidad de Guadalajara (UDG),Mexico,Guadalajara,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-guadalajara-udg_592560cf2aeae70239af5137_small.jpg,https://www.topuniversities.com/universities/universidad-de-guadalajara-udg,Public,XL,12,536,144,703,800,753,706,755,800,,
Universidad de Los Andes - (ULA) Mérida,Venezuela,Merida,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-los-andes-ula-mrida_592560cf2aeae70239af54d2_small.jpg,https://www.topuniversities.com/universities/universidad-de-los-andes-ula-merida,Public,L,2,468,24,703,800,803,804,803,800,,
Universidad de Oviedo,Spain,Oviedo,Europe,https://www.topuniversities.com/sites/default/files/universidad-de-oviedo_592560cf2aeae70239af5070_small.jpg,https://www.topuniversities.com/universities/universidad-de-oviedo,Public,L,754,475,21112,0,800,803,804,803,800,,
Universidad de las Américas Puebla (UDLAP),Mexico,Cholula,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-las-amricas-puebla-udlap_2637_small.jpg,https://www.topuniversities.com/universities/universidad-de-las-americas-puebla-udlap,Private,M,600,429,6000,703,800,753,754,803,800,,
Universidad de los Andes - Chile,Chile,Santiago,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-los-andes-chile_2638_small.jpg,https://www.topuniversities.com/universities/universidad-de-los-andes-chile,Private,M,550,200,9350,0,0,0,804,803,800,,
Universidad del Valle,Colombia,Cali,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-valle_592560cf2aeae70239af54f0_small.jpg,https://www.topuniversities.com/universities/universidad-del-valle,Public,XL,2,5,36,703,800,803,804,803,800,,
Universidade Católica Portuguesa - UCP,Portugal,Lisbon,Europe,https://www.topuniversities.com/sites/default/files/universidade-catlica-portuguesa-ucp_592560cf2aeae70239af4af1_small.jpg,https://www.topuniversities.com/universities/universidade-catolica-portuguesa-ucp,Private,M,776,475,10864,703,650,753,804,803,800,,
Universidade Federal de Pernambuco (UFPE) ,Brazil,Recife,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-pernambuco-ufpe-_592560cf2aeae70239af5143_small.jpg,https://www.topuniversities.com/universities/universidade-federal-de-pernambuco-ufpe,Public,XL,3,216,36,703,800,803,804,803,800,,
Universidade Federal de Santa Catarina ,Brazil,Florianópolis,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-santa-catarina_2746_small.jpg,https://www.topuniversities.com/universities/universidade-federal-de-santa-catarina,Public,XL,3,593,33,703,754,753,706,803,800,,
Universidade Federal de São Carlos (UFSCar),Brazil,São Paulo,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-carlos-ufscar_2748_small.jpg,https://www.topuniversities.com/universities/universidade-federal-de-sao-carlos-ufscar,Public,L,1,276,13,650,650,703,804,803,800,,
Universidade Federal do Paraná - UFPR,Brazil,Curitiba,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-do-paran-ufpr_1730_small.jpg,https://www.topuniversities.com/universities/universidade-federal-do-parana-ufpr,Public,XL,3,91,33,703,800,803,804,803,800,,
Universidade da Coruña ,Spain,A Coruña,Europe,https://www.topuniversities.com/sites/default/files/universidade-da-corua-_592560cf2aeae70239af5069_small.jpg,https://www.topuniversities.com/universities/universidade-da-coruna,Public,L,1,693,11,703,800,803,804,803,800,,
Universidade de Brasília,Brazil,Brasília,Latin America,https://www.topuniversities.com/sites/default/files/universidade-de-braslia_1726_small.jpg,https://www.topuniversities.com/universities/universidade-de-brasilia,Public,XL,3,1,45,601,650,753,804,803,800,,
Universita' Politecnica delle Marche,Italy,Ancona,Europe,https://www.topuniversities.com/sites/default/files/universita-politecnica-delle-marche_592560cf2aeae70239af501b_small.jpg,https://www.topuniversities.com/universities/universita-politecnica-delle-marche,Public,M,644,468,10304,0,0,0,0,803,800,,
Universita' degli Studi di Ferrara,Italy,Ferrara,Europe,https://www.topuniversities.com/sites/default/files/universita-degli-studi-di-ferrara_592560cf2aeae70239af4ffd_small.jpg,https://www.topuniversities.com/universities/universita-degli-studi-di-ferrara,Public,L,724,941,19548,703,754,703,804,803,800,,
Universitas Padjadjaran,Indonesia,Bandung,Asia,https://www.topuniversities.com/sites/default/files/universitas-padjadjaran_592560cf2aeae70239af4e3c_small.jpg,https://www.topuniversities.com/universities/universitas-padjadjaran,Public,XL,3,314,30,0,0,654,754,803,800,,
Universiti Kuala Lumpur (UniKL),Malaysia,Kuala Lumpur ,Asia,https://www.topuniversities.com/sites/default/files/universiti-kuala-lumpur-unikl_1980_small.jpg,https://www.topuniversities.com/universities/universiti-kuala-lumpur-unikl,Private,L,2,542,20,0,0,0,0,0,800,,
Universiti Malaysia Pahang,Malaysia,Kuantan,Asia,https://www.topuniversities.com/sites/default/files/universiti-malaysia-pahang_592560dd9988f300e2320686_small.jpg,https://www.topuniversities.com/universities/universiti-malaysia-pahang,Public,M,615,711,8610,0,0,0,754,755,800,,
Universiti Malaysia Perlis,Malaysia,Kangar,Asia,https://www.topuniversities.com/sites/default/files/211013053423am634196logo-UniMAP-48x48.jpg,https://www.topuniversities.com/universities/universiti-malaysia-perlis,Public,M,1,477,10,0,0,0,706,803,800,,
Universiti Tunku Abdul Rahman (UTAR),Malaysia,Sungai Long,Asia,https://www.topuniversities.com/sites/default/files/universiti-tunku-abdul-rahman-utar_592560cf2aeae70239af5243_small.jpg,https://www.topuniversities.com/universities/universiti-tunku-abdul-rahman-utar,Private,L,1,342,16,0,0,0,804,803,800,,
University of Alicante,Spain,Alicante,Europe,https://www.topuniversities.com/sites/default/files/universidad-de-alicante_592560cf2aeae70239af5067_small.jpg,https://www.topuniversities.com/universities/university-alicante,Public,L,2,2,24,0,0,0,706,803,800,,
University of Baghdad,Iraq,Baghdad,Asia,https://www.topuniversities.com/sites/default/files/university-of-baghdad_592560cf2aeae70239af5456_small.jpg,https://www.topuniversities.com/universities/university-baghdad,Public,XL,7,96,70,601,502,654,706,803,800,,
University of Bahrain,Bahrain,Zallaq,Asia,https://www.topuniversities.com/sites/default/files/university-of-bahrain_592560cf2aeae70239af5449_small.jpg,https://www.topuniversities.com/universities/university-bahrain,Public,L,1,3,13,703,800,803,804,803,800,,
University of Bari,Italy,Bari,Europe,https://www.topuniversities.com/sites/default/files/university-of-bari_45_small.jpg,https://www.topuniversities.com/universities/university-bari,Public,XL,1,535,22,703,800,803,804,803,800,,
University of Brighton,United Kingdom,,Europe,https://www.topuniversities.com/sites/default/files/university-of-brighton_592560cf2aeae70239af4d45_small.jpg,https://www.topuniversities.com/universities/university-brighton,Public,L,993,3,14895,0,700,753,804,803,800,,
University of Calcutta,India,Kolkata,Asia,https://www.topuniversities.com/sites/default/files/university-of-calcutta_592560cf2aeae70239af4ad4_small.jpg,https://www.topuniversities.com/universities/university-calcutta,Public,L,773,103,15460,650,754,803,804,803,800,,
University of Central Lancashire,United Kingdom,Preston,Europe,https://www.topuniversities.com/sites/default/files/university-of-central-lancashire_113_small.jpg,https://www.topuniversities.com/universities/university-central-lancashire,Public,L,1,5,14,703,800,803,804,803,800,,
University of Dhaka,Bangladesh,Dhaka,Asia,https://www.topuniversities.com/sites/default/files/university-of-dhaka_158_small.jpg,https://www.topuniversities.com/universities/university-dhaka,Public,XL,2,48,30,703,700,803,804,803,800,,
University of East London,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-71-48x48.jpg,https://www.topuniversities.com/universities/university-east-london,Public,L,582,5,12804,703,800,703,754,803,800,,
University of Engineering & Technology (UET) Lahore,Pakistan,Lahore,Asia,https://www.topuniversities.com/sites/default/files/university-of-engineering-technology-uet-lahore_592560cf2aeae70239af4d82_small.jpg,https://www.topuniversities.com/universities/university-engineering-technology-uet-lahore,Public,L,1,681,13,703,800,803,804,803,800,,
University of Hartford,United States,West Hartford,North America,https://www.topuniversities.com/sites/default/files/university-of-hartford_592560cf2aeae70239af51b9_small.jpg,https://www.topuniversities.com/universities/university-hartford,Private,M,517,412,5687,0,0,0,0,0,800,41.796485,-72.714965
University of Hertfordshire,United Kingdom,Hatfield,Europe,https://www.topuniversities.com/sites/default/files/university-of-hertfordshire_592560cf2aeae70239af50de_small.jpg,https://www.topuniversities.com/universities/university-hertfordshire,Public,L,1,7,17,703,754,753,754,803,800,,
University of Hradec Kralove,Czech Republic,Hradec Králové,Europe,https://www.topuniversities.com/sites/default/files/uhk-abb_xs_rgb-48x48.jpg,https://www.topuniversities.com/universities/university-hradec-kralove,Public,M,524,314,5240,0,0,0,0,0,800,,
University of Kwazulu-Natal,South Africa,Pinetown,Africa,https://www.topuniversities.com/sites/default/files/university-of-kwazulu-natal_433_small.jpg,https://www.topuniversities.com/universities/university-kwazulu-natal,Public,XL,2,493,38,650,700,753,804,803,800,-29.86377564,30.98027711
University of Lincoln,United Kingdom,Lincoln,Europe,https://www.topuniversities.com/sites/default/files/university-of-lincoln_592560cf2aeae70239af50f6_small.jpg,https://www.topuniversities.com/universities/university-lincoln,Public,L,959,1,15344,0,0,0,804,803,800,,
University of Lodz,Poland,Lodz,Europe,https://www.topuniversities.com/sites/default/files/university-of-lodz_592560cf2aeae70239af4be4_small.jpg,https://www.topuniversities.com/universities/university-lodz,Public,L,2,2,20,703,800,803,804,803,800,,
University of Malta,Malta,Msida,Europe,https://www.topuniversities.com/sites/default/files/university-of-malta_592560cf2aeae70239af581a_small.jpg,https://www.topuniversities.com/universities/university-malta,Public,M,900,816,9000,0,0,0,0,803,800,,
University of Maribor,Slovenia,Maribor,Europe,https://www.topuniversities.com/sites/default/files/university-of-maribor_592560cf2aeae70239af509c_small.jpg,https://www.topuniversities.com/universities/university-maribor,Public,L,1,859,10,703,800,803,754,803,800,,
University of Messina (UniME),Italy,Messina,Europe,https://www.topuniversities.com/sites/default/files/university-of-messina-unime_5a0b25faca24f343003ab8f5_small.jpg,https://www.topuniversities.com/universities/university-messina-unime,Public,L,1,396,15,0,0,0,0,0,800,,
University of Mississippi,United States,Oxford,North America,https://www.topuniversities.com/sites/default/files/university-of-mississippi_592560cf2aeae70239af536f_small.jpg,https://www.topuniversities.com/universities/university-mississippi,Public,L,2,628,20,601,800,803,804,803,800,34.363438,-89.537169
"University of Missouri, Kansas City",United States,Kansas City,North America,https://www.topuniversities.com/sites/default/files/university-of-missouri-kansas-city_592560cf2aeae70239af52c8_small.jpg,https://www.topuniversities.com/universities/university-missouri-kansas-city,Public,M,841,817,10092,0,0,0,0,0,800,39.03355786,-94.57777253
University of Murcia,Spain,Murcia,Europe,https://www.topuniversities.com/sites/default/files/university-of-murcia_592560cf2aeae70239af4c29_small.jpg,https://www.topuniversities.com/universities/university-murcia,Public,L,2,2,22,703,800,803,804,803,800,,
University of Naples Parthenope,Italy,Naples,Europe,https://www.topuniversities.com/sites/default/files/naples45.jpg,https://www.topuniversities.com/universities/university-naples-parthenope,Public,M,343,151,8232,0,0,0,0,0,800,,
University of New England Australia,Australia,Armidale,Oceania,https://www.topuniversities.com/sites/default/files/university-of-new-england-australia_592560cf2aeae70239af4dd3_small.jpg,https://www.topuniversities.com/universities/university-new-england-australia,Public,L,575,1,23000,703,800,803,804,803,800,-30.48975009,151.6410628
University of New Hampshire,United States,Durham,North America,https://www.topuniversities.com/sites/default/files/university-of-new-hampshire_592560cf2aeae70239af51c1_small.jpg,https://www.topuniversities.com/universities/university-new-hampshire,Public,L,862,768,14654,601,754,753,804,803,800,43.13908107,-70.93698229
University of Palermo,Italy,Palermo,Europe,https://www.topuniversities.com/sites/default/files/university-of-palermo_592560cf2aeae70239af5347_small.jpg,https://www.topuniversities.com/universities/university-palermo,Public,L,1,504,20,703,800,803,804,803,800,,
University of Parma,Italy,Parma,Europe,https://www.topuniversities.com/sites/default/files/university-of-parma_592560cf2aeae70239af536e_small.jpg,https://www.topuniversities.com/universities/university-parma,Public,L,1007,1801,28196,0,0,0,804,803,800,,
University of Patras,Greece,Patras,Europe,https://www.topuniversities.com/sites/default/files/university-of-patras_592560cf2aeae70239af4c6f_small.jpg,https://www.topuniversities.com/universities/university-patras,Public,L,865,1126,25950,650,700,703,706,755,800,,
University of Salerno,Italy,Fisciano,Europe,https://www.topuniversities.com/sites/default/files/university-of-salerno_592560cf2aeae70239af51f9_small.jpg,https://www.topuniversities.com/universities/university-salerno,Public,L,1174,455,25828,0,0,0,804,803,800,,
University of Salford,United Kingdom,Salford,Europe,https://www.topuniversities.com/sites/default/files/university-of-salford_592560cf2aeae70239af4ca5_small.jpg,https://www.topuniversities.com/universities/university-salford,Public,L,1124,3783,19108,703,754,753,804,803,800,,
University of Santo Tomas,Philippines,Manila,Asia,https://www.topuniversities.com/sites/default/files/university-of-santo-tomas_592560cf2aeae70239af4ca8_small.jpg,https://www.topuniversities.com/universities/university-santo-tomas,Private,L,1990,1723,25870,703,800,803,804,803,800,,
University of Seoul ,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/university-of-seoul_1113_small.jpg,https://www.topuniversities.com/universities/university-seoul,Public,M,787,528,8657,601,650,654,652,755,800,,
University of Texas at San Antonio,United States,San Antonio,North America,https://www.topuniversities.com/sites/default/files/university-of-texas-at-san-antonio_592560cf2aeae70239af5379_small.jpg,https://www.topuniversities.com/universities/university-texas-san-antonio,Public,L,1182,775,26004,0,0,0,0,0,800,29.58294968,-98.61899113
University of Tulsa,United States,Tulsa,North America,https://www.topuniversities.com/sites/default/files/university-of-tulsa_592560cf2aeae70239af4dae_small.jpg,https://www.topuniversities.com/universities/university-tulsa,Private,S,376,550,4136,703,754,703,706,755,800,36.151887,-95.945175
University of Tyumen,Russia,Tyumen,Europe,https://www.topuniversities.com/sites/default/files/university-of-tyumen_592560cf2aeae70239af582a_small.jpg,https://www.topuniversities.com/universities/university-tyumen,Public,M,1296,1227,11664,0,0,0,0,0,800,,
University of Wisconsin Milwaukee ,United States,Milwaukee,North America,https://www.topuniversities.com/sites/default/files/university-of-wisconsin-milwaukee-_592560cf2aeae70239af5346_small.jpg,https://www.topuniversities.com/universities/university-wisconsin-milwaukee,Public,L,1336,1067,21376,0,0,0,0,0,800,,
University of Wroclaw,Poland,Wroclaw,Europe,https://www.topuniversities.com/sites/default/files/university-of-wroclaw_1465_small.jpg,https://www.topuniversities.com/universities/university-wroclaw,Public,L,1846,1417,20306,703,800,803,804,803,800,,
University of Wyoming,United States,Laramie,North America,https://www.topuniversities.com/sites/default/files/university-of-wyoming_592560cf2aeae70239af51ca_small.jpg,https://www.topuniversities.com/universities/university-wyoming,Public,M,904,564,10848,703,700,654,706,803,800,41.311943,-105.57204
University of the Punjab,Pakistan,Lahore,Asia,https://www.topuniversities.com/sites/default/files/university-of-the-punjab_592560cf2aeae70239af4f07_small.jpg,https://www.topuniversities.com/universities/university-punjab,Public,L,1340,180,26800,0,0,803,804,803,800,,
University of the West of England,United Kingdom,Bristol,Europe,https://www.topuniversities.com/sites/default/files/university-of-the-west-of-england_592560cf2aeae70239af4d23_small.jpg,https://www.topuniversities.com/universities/university-west-england,Public,L,1568,5698,25088,0,0,0,754,803,800,,
University of Žilina,Slovakia,Zilina,Europe,https://www.topuniversities.com/sites/default/files/university-of-zilina_592560df9988f300e23208a4_small.jpg,https://www.topuniversities.com/universities/university-zilina,Public,M,750,224,7500,0,0,0,0,0,800,,
Università degli Studi di Udine,Italy,Udine,Europe,https://www.topuniversities.com/sites/default/files/universit-degli-studi-di-udine_592560cf2aeae70239af5a33_small.jpg,https://www.topuniversities.com/universities/universit%C3%A0-degli-studi-di-udine,Public,M,753,565,12048,0,0,0,804,803,800,,
Università degli studi Roma Tre,Italy,Rome,Europe,https://www.topuniversities.com/sites/default/files/universit-degli-studi-roma-tre_15002_small.jpg,https://www.topuniversities.com/universities/universita-degli-studi-roma-tre,Public,XL,1063,1679,34016,703,754,803,804,803,800,,
Universität Duisburg-Essen,Germany,Duisburg,Europe,https://www.topuniversities.com/sites/default/files/universitt-duisburg-essen_199_small.jpg,https://www.topuniversities.com/universities/universitat-duisburg-essen,Public,XL,3498,7880,41976,601,602,606,600,755,800,,
Université Toulouse 1 Capitole,France,Toulouse,Europe,https://www.topuniversities.com/sites/default/files/universit-toulouse-1-capitole_620_small.jpg,https://www.topuniversities.com/universities/universite-toulouse-1-capitole,Public,L,467,4534,21015,703,754,803,804,803,800,,
Université de Lille,France,,Europe,https://www.topuniversities.com/sites/default/files/universit-de-lille_5ae6f2dbcb4de7615c381961_small.jpg,https://www.topuniversities.com/universities/universite-de-lille,Public,XL,3082,7963,67804,0,0,654,706,755,800,,
Université de Lorraine,France,Nancy,Europe,https://www.topuniversities.com/sites/default/files/universit-de-lorraine_592560cf2aeae70239af4c2f_small.jpg,https://www.topuniversities.com/universities/universite-de-lorraine,Public,XL,3414,10045,61452,703,754,703,754,803,800,,
Université de Nantes,France,Nantes,Europe,https://www.topuniversities.com/sites/default/files/universit-de-nantes_592560cf2aeae70239af55c0_small.jpg,https://www.topuniversities.com/universities/universite-de-nantes,Public,XL,2129,3948,38322,703,754,803,804,803,800,,
Université de Rennes 1,France,Rennes,Europe,https://www.topuniversities.com/sites/default/files/universit-de-rennes-1_592560cf2aeae70239af4c8c_small.jpg,https://www.topuniversities.com/universities/universite-de-rennes-1,Public,L,1765,2480,26475,601,650,703,804,803,800,,
Verona University,Italy,Verona,Europe,https://www.topuniversities.com/sites/default/files/verona-university_592560cf2aeae70239af5667_small.jpg,https://www.topuniversities.com/universities/verona-university,Public,L,904,726,16272,703,800,803,804,803,800,,
Viet Nam National University Ho Chi Minh City (VNU-HCM),Vietnam,Ho Chi Minh City,Asia,https://www.topuniversities.com/sites/default/files/vietnam-national-university-ho-chi-minh-city-vnu-hcm_592560cf2aeae70239af4d92_small.jpg,https://www.topuniversities.com/universities/viet-nam-national-university-ho-chi-minh-city-vnu-hcm,Public,XL,4552,523,77384,0,0,703,706,803,800,,
"Vietnam National University, Hanoi ",Vietnam,Hanoi,Asia,https://www.topuniversities.com/sites/default/files/vietnam-national-university-hanoi-_592560cf2aeae70239af523a_small.jpg,https://www.topuniversities.com/universities/vietnam-national-university-hanoi,Public,XL,2919,545,40866,0,0,803,804,803,800,,
Vytautas Magnus University,Lithuania,Kaunas,Europe,https://www.topuniversities.com/sites/default/files/vytautas-magnus-university_592560cf2aeae70239af5032_small.jpg,https://www.topuniversities.com/universities/vytautas-magnus-university,Public,M,686,994,7546,703,800,803,804,803,800,,
West Virginia University,United States,Morgantown,North America,https://www.topuniversities.com/sites/default/files/west-virginia-university_592560cf2aeae70239af531c_small.jpg,https://www.topuniversities.com/universities/west-virginia-university,Public,L,1605,1807,24075,0,0,0,0,0,800,39.63468,-79.953926
Wroclaw University of Science and Technology (WRUST),Poland,Wroclaw ,Europe,https://www.topuniversities.com/sites/default/files/wroclaw-university-of-technology_592560cf2aeae70239af5039_small.jpg,https://www.topuniversities.com/universities/wroclaw-university-science-technology-wrust,Public,L,2081,1159,22891,0,800,803,804,803,800,,
Wuhan University of Technology,China (Mainland),Wuhan,Asia,https://www.topuniversities.com/sites/default/files/wuhan-university-of-technology_890_small.jpg,https://www.topuniversities.com/universities/wuhan-university-technology,Public,XL,3539,1477,53085,0,0,0,804,803,800,,
Xi'an Jiaotong Liverpool University,China (Mainland),Suzhou,Asia,https://www.topuniversities.com/sites/default/files/xian-jiaotong-liverpool-university_592560cf2aeae70239af581d_small.jpg,https://www.topuniversities.com/universities/xian-jiaotong-liverpool-university,Private,L,736,973,12512,0,0,0,804,803,800,,
Yamaguchi University ,Japan,Yamaguchi City,Asia,https://www.topuniversities.com/sites/default/files/yamaguchi-university-_592560cf2aeae70239af4e8c_small.jpg,https://www.topuniversities.com/universities/yamaguchi-university,Public,M,1113,350,10017,703,754,703,706,803,800,,
Yerevan State University,Armenia,,Asia,https://www.topuniversities.com/sites/default/files/yerevan-state-university_592560e59988f300e2321a5c_small.jpg,https://www.topuniversities.com/universities/yerevan-state-university,Public,M,1095,403,10950,0,0,0,0,0,800,,
Yeungnam University ,South Korea,Gyeongsan,Asia,https://www.topuniversities.com/sites/default/files/yeungnam-university-_592560cf2aeae70239af4ee0_small.jpg,https://www.topuniversities.com/universities/yeungnam-university,Private,L,1478,1661,20692,650,754,803,804,803,800,,
Yokohama National University,Japan,Yokohama City,Asia,https://www.topuniversities.com/sites/default/files/yokohama-national-university_592560cf2aeae70239af4d33_small.jpg,https://www.topuniversities.com/universities/yokohama-national-university,Public,M,760,839,9880,703,754,703,754,803,800,,
Al Quds University The Arab University in Jerusalem,"Palestinian Territory, Occupied",Jerusalem,Asia,https://www.topuniversities.com/sites/default/files/al-quds-university-the-arab-university-in-jerusalem_592560cf2aeae70239af5474_small.jpg,https://www.topuniversities.com/universities/al-quds-university-arab-university-jerusalem,Public,M,764,537,11460,0,0,0,0,0,1001,,
Al-Azhar University,Egypt,Cairo,Africa,https://www.topuniversities.com/sites/default/files/al-azhar-university-_592560cf2aeae70239af4f37_small.jpg,https://www.topuniversities.com/universities/al-azhar-university,Public,XL,18933,20664,302928,703,800,803,0,1004,1001,30.04476345,31.26381157
Alexandria University,Egypt,Alexandria,Africa,https://www.topuniversities.com/sites/default/files/alexandria-university_1209_small.jpg,https://www.topuniversities.com/universities/alexandria-university,Public,XL,9852,5325,187188,703,754,803,804,803,1001,31.21089286,29.91295006
Aligarh Muslim University,India,Aligarh,Asia,https://www.topuniversities.com/sites/default/files/aligarh-muslim-university_592560e19988f300e2320ee7_small.jpg,https://www.topuniversities.com/universities/aligarh-muslim-university,Public,L,1535,386,18420,0,800,803,804,803,1001,,
Amity University,India,Noida,Asia,https://www.topuniversities.com/sites/default/files/amity-university_592560cf2aeae70239af563b_small.jpg,https://www.topuniversities.com/universities/amity-university,Private,XL,2236,3639,29068,0,0,803,1002,1004,1001,,
Amrita Vishwa Vidyapeetham,India,Amritapuri,Asia,https://www.topuniversities.com/sites/default/files/new-white-logo-with-bg-color-48x48.jpg,https://www.topuniversities.com/universities/amrita-vishwa-vidyapeetham,Private,L,1696,273,18656,0,0,803,804,803,1001,,
An-Najah National University,"Palestinian Territory, Occupied",Nablus,Asia,https://www.topuniversities.com/sites/default/files/an-najah-national-university_592560cf2aeae70239af5468_small.jpg,https://www.topuniversities.com/universities/najah-national-university,Public,L,1011,2144,18198,0,0,0,0,1004,1001,,
Anadolu University,Turkey,Eskisehir,Asia,https://www.topuniversities.com/sites/default/files/anadolu-university_592560cf2aeae70239af5a3c_small.jpg,https://www.topuniversities.com/universities/anadolu-university,Public,L,1509,730,21126,0,0,0,0,0,1001,,
Assiut University,Egypt,Asyut,Africa,https://www.topuniversities.com/sites/default/files/assiut-university-_592560cf2aeae70239af4f3a_small.jpg,https://www.topuniversities.com/universities/assiut-university,Public,XL,5222,1462,73108,0,0,803,804,1004,1001,27.16672997,31.1902295
Athens University of Economics and Business,Greece,Athens,Europe,https://www.topuniversities.com/sites/default/files/athens-university-of-economics-and-business_34_small.jpg,https://www.topuniversities.com/universities/athens-university-economics-business,Public,M,233,564,10485,703,800,803,804,803,1001,,
Azerbaijan State University of Economics,Azerbaijan,Baku,Asia,https://www.topuniversities.com/sites/default/files/azerbaijan-state-university-of-economics_14955_small.jpg,https://www.topuniversities.com/universities/azerbaijan-state-university-economics,Public,L,1451,362,17412,0,0,0,1002,1004,1001,,
BRAC University,Bangladesh,Dhaka,Asia,https://www.topuniversities.com/sites/default/files/brac-university_853_small.jpg,https://www.topuniversities.com/universities/brac-university,Private,M,730,179,11680,0,0,0,0,0,1001,,
Babes-Bolyai University,Romania,Cluj-Napoca,Europe,https://www.topuniversities.com/sites/default/files/babes-bolyai-university_592560cf2aeae70239af5299_small.jpg,https://www.topuniversities.com/universities/babes-bolyai-university,Public,XL,1613,1568,37099,703,800,803,804,803,1001,,
Baku State University,Azerbaijan,Baku,Asia,https://www.topuniversities.com/sites/default/files/baku-state-university_592560cf2aeae70239af55d4_small.jpg,https://www.topuniversities.com/universities/baku-state-university,Public,L,2106,364,23166,703,800,803,804,1004,1001,,
Banaras Hindu University,India,Varanasi,Asia,https://www.topuniversities.com/sites/default/files/banaras-hindu-university_592560cf2aeae70239af4e08_small.jpg,https://www.topuniversities.com/universities/banaras-hindu-university,Public,XL,5525,436,99450,703,800,803,804,803,1001,,
